Ore Name,ItemStack,Item ID,Display Name,Wildcard
crushedPurifiedVermiculite,1xgt.metaitem.01@6932,gregtech:gt.metaitem.01,Purified Vermiculite,false
crushedPurifiedVinteum,1xgt.metaitem.01@6529,gregtech:gt.metaitem.01,Purified Vinteum Ore,false
crushedPurifiedVulcanite,1xgt.metaitem.01@6489,gregtech:gt.metaitem.01,Purified Vulcanite Ore,false
crushedPurifiedVyroxeres,1xgt.metaitem.01@6951,gregtech:gt.metaitem.01,Purified Vyroxeres Ore,false
crushedPurifiedWittichenite,1xgt.bwMetaGeneratedcrushedPurified@15,bartworks:gt.bwMetaGeneratedcrushedPurified,Purified Wittichenite Ore,false
crushedPurifiedWollastonite,1xgt.metaitem.01@6915,gregtech:gt.metaitem.01,Purified Wollastonite Ore,false
crushedPurifiedWulfenite,1xgt.metaitem.01@6882,gregtech:gt.metaitem.01,Purified Wulfenite Ore,false
crushedPurifiedXenotime,1xitem.crushedPurifiedXenotime@0,miscutils:crushedPurifiedXenotime,Purified Crushed Xenotime Ore,false
crushedPurifiedYellowLimonite,1xgt.metaitem.01@6931,gregtech:gt.metaitem.01,Purified Yellow Limonite Ore,false
crushedPurifiedYtterbium,1xgt.metaitem.01@6077,gregtech:gt.metaitem.01,Purified Ytterbium Ore,false
crushedPurifiedYttriaite,1xitem.crushedPurifiedYttriaite@0,miscutils:crushedPurifiedYttriaite,Purified Crushed Yttriaite Ore,false
crushedPurifiedYttrialite,1xitem.crushedPurifiedYttrialite@0,miscutils:crushedPurifiedYttrialite,Purified Crushed Yttrialite Ore,false
crushedPurifiedYttrium,1xgt.metaitem.01@6045,gregtech:gt.metaitem.01,Purified Yttrium Ore,false
crushedPurifiedYttrocerite,1xitem.crushedPurifiedYttrocerite@0,miscutils:crushedPurifiedYttrocerite,Purified Crushed Yttrocerite Ore,false
crushedPurifiedZeolite,1xgt.metaitem.01@6916,gregtech:gt.metaitem.01,Purified Zeolite Ore,false
crushedPurifiedZimbabweite,1xitem.crushedPurifiedZimbabweite@0,miscutils:crushedPurifiedZimbabweite,Purified Crushed Zimbabweite Ore,false
crushedPurifiedZinc,1xgt.metaitem.01@6036,gregtech:gt.metaitem.01,Purified Zinc Ore,false
crushedPurifiedZircon,1xitem.crushedPurifiedZircon@0,miscutils:crushedPurifiedZircon,Purified Crushed Zircon Ore,false
crushedPurifiedZirconolite,1xitem.crushedPurifiedZirconolite@0,miscutils:crushedPurifiedZirconolite,Purified Crushed Zirconolite Ore,false
crushedPurifiedZircophyllite,1xitem.crushedPurifiedZircophyllite@0,miscutils:crushedPurifiedZircophyllite,Purified Crushed Zircophyllite Ore,false
crushedPurifiedZirkelite,1xitem.crushedPurifiedZirkelite@0,miscutils:crushedPurifiedZirkelite,Purified Crushed Zirkelite Ore,false
crushedPyrite,1xgt.metaitem.01@5834,gregtech:gt.metaitem.01,Crushed Pyrite Ore,false
crushedPyrochlore,1xgt.metaitem.01@5607,gregtech:gt.metaitem.01,Crushed Pyrochlore Ore,false
crushedPyrolusite,1xgt.metaitem.01@5943,gregtech:gt.metaitem.01,Crushed Pyrolusite Ore,false
crushedPyrope,1xgt.metaitem.01@5835,gregtech:gt.metaitem.01,Crushed Pyrope Ore,false
crushedQuantium,1xgt.metaitem.01@5391,gregtech:gt.metaitem.01,Crushed Quantium Ore,false
crushedQuartzSand,1xgt.metaitem.01@5939,gregtech:gt.metaitem.01,Ground Quartz Sand,false
crushedQuartzite,1xgt.metaitem.01@5523,gregtech:gt.metaitem.01,Crushed Quartzite Ore,false
crushedRadioactiveMineralMix,1xitem.crushedRadioactiveMineralMix@0,miscutils:crushedRadioactiveMineralMix,Crushed Strange Ore,false
crushedRareEarthI,1xitem.crushedRareEarthI@0,miscutils:crushedRareEarthI,Crushed Rare Earth (I) Ore,false
crushedRareEarthII,1xitem.crushedRareEarthII@0,miscutils:crushedRareEarthII,Crushed Rare Earth (II) Ore,false
crushedRareEarthIII,1xitem.crushedRareEarthIII@0,miscutils:crushedRareEarthIII,Crushed Rare Earth (III) Ore,false
crushedRarestMetalResidue,1xgt.bwMetaGeneratedcrushed@69,bartworks:gt.bwMetaGeneratedcrushed,Crushed Rarest Metal Residue Ore,false
crushedRealgar,1xgt.metaitem.01@5913,gregtech:gt.metaitem.01,Crushed Realgar Ore,false
crushedRedDescloizite,1xgt.bwMetaGeneratedcrushed@26,bartworks:gt.bwMetaGeneratedcrushed,Crushed Red Descloizite Ore,false
crushedRedFuchsite,1xgt.bwMetaGeneratedcrushed@29,bartworks:gt.bwMetaGeneratedcrushed,Crushed Red Fuchsite Ore,false
crushedRedZircon,1xgt.bwMetaGeneratedcrushed@19,bartworks:gt.bwMetaGeneratedcrushed,Crushed Red Zircon Ore,false
crushedRedstone,1xgt.metaitem.01@5810,gregtech:gt.metaitem.01,Crushed Redstone Ore,false
crushedRoastedIron,1xgt.metaitem.01@5548,gregtech:gt.metaitem.01,Crushed Roasted Iron Ore,false
crushedRoastedNickel,1xgt.metaitem.01@5549,gregtech:gt.metaitem.01,Crushed Roasted Nickel Ore,false
crushedRockSalt,1xgt.metaitem.01@5944,gregtech:gt.metaitem.01,Crushed Rock Salt Ore,false
crushedRoquesite,1xgt.bwMetaGeneratedcrushed@13,bartworks:gt.bwMetaGeneratedcrushed,Crushed Roquesite Ore,false
crushedRubidium,1xgt.metaitem.01@5043,gregtech:gt.metaitem.01,Crushed Rubidium Ore,false
crushedRubracium,1xgt.metaitem.01@5488,gregtech:gt.metaitem.01,Crushed Rubracium Ore,false
crushedRuby,1xgt.metaitem.01@5502,gregtech:gt.metaitem.01,Crushed Ruby Ore,false
crushedRunite,1xitem.crushedRunite@0,miscutils:crushedRunite,Crushed Runite Ore,false
crushedRutile,1xgt.metaitem.01@5375,gregtech:gt.metaitem.01,Crushed Rutile Ore,false
crushedSalt,1xgt.metaitem.01@5817,gregtech:gt.metaitem.01,Crushed Salt Ore,false
crushedSaltpeter,1xgt.metaitem.01@5836,gregtech:gt.metaitem.01,Crushed Saltpeter Ore,false
crushedSamarium,1xgt.metaitem.01@5069,gregtech:gt.metaitem.01,Crushed Samarium Ore,false
crushedSamarskiteY,1xitem.crushedSamarskiteY@0,miscutils:crushedSamarskiteY,Crushed Samarskite (Y) Ore,false
crushedSamarskiteYb,1xitem.crushedSamarskiteYb@0,miscutils:crushedSamarskiteYb,Crushed Samarskite (Yb) Ore,false
crushedSapphire,1xgt.metaitem.01@5503,gregtech:gt.metaitem.01,Crushed Sapphire Ore,false
crushedScandium,1xgt.metaitem.01@5027,gregtech:gt.metaitem.01,Crushed Scandium Ore,false
crushedScheelite,1xgt.metaitem.01@5910,gregtech:gt.metaitem.01,Crushed Scheelite Ore,false
crushedShadow,1xgt.metaitem.01@5368,gregtech:gt.metaitem.01,Crushed Shadow Metal Ore,false
crushedShadowIron,1xgt.metaitem.01@5336,gregtech:gt.metaitem.01,Crushed Shadow Iron Ore,false
crushedSilicon,1xgt.metaitem.01@5020,gregtech:gt.metaitem.01,Crushed Raw Silicon Ore,false
crushedSiliconSolarGrade,1xgt.metaitem.01@5856,gregtech:gt.metaitem.01,Crushed Silicon Solar Grade (Poly SI) Ore,false
crushedSilver,1xic2.itemCrushedOre@5,IC2:itemCrushedOre,Crushed Silver Ore,false
crushedSilver,1xgt.metaitem.01@5054,gregtech:gt.metaitem.01,Crushed Silver Ore,false
crushedSoapstone,1xgt.metaitem.01@5877,gregtech:gt.metaitem.01,Crushed Soapstone Ore,false
crushedSodalite,1xgt.metaitem.01@5525,gregtech:gt.metaitem.01,Crushed Sodalite Ore,false
crushedSpessartine,1xgt.metaitem.01@5838,gregtech:gt.metaitem.01,Crushed Spessartine Ore,false
crushedSphalerite,1xgt.metaitem.01@5839,gregtech:gt.metaitem.01,Crushed Sphalerite Ore,false
crushedSpodumene,1xgt.metaitem.01@5920,gregtech:gt.metaitem.01,Crushed Spodumene Ore,false
crushedStibnite,1xgt.metaitem.01@5945,gregtech:gt.metaitem.01,Crushed Stibnite Ore,false
crushedStrontium,1xgt.metaitem.01@5044,gregtech:gt.metaitem.01,Crushed Strontium Ore,false
crushedSulfur,1xgt.metaitem.01@5022,gregtech:gt.metaitem.01,Crushed Sulfur Ore,false
crushedTalc,1xgt.metaitem.01@5902,gregtech:gt.metaitem.01,Ground Talc,false
crushedTantalite,1xgt.metaitem.01@5921,gregtech:gt.metaitem.01,Crushed Tantalite Ore,false
crushedTantalum,1xgt.metaitem.01@5080,gregtech:gt.metaitem.01,Crushed Tantalum Ore,false
crushedTanzanite,1xgt.metaitem.01@5508,gregtech:gt.metaitem.01,Crushed Tanzanite Ore,false
crushedTartarite,1xgt.metaitem.01@5956,gregtech:gt.metaitem.01,Crushed Tartarite Ore,false
crushedTellurium,1xgt.metaitem.01@5059,gregtech:gt.metaitem.01,Crushed Tellurium Ore,false
crushedTemagamite,1xgt.bwMetaGeneratedcrushed@94,bartworks:gt.bwMetaGeneratedcrushed,Crushed Temagamite Ore,false
crushedTengamRaw,1xgt.metaitem.01@5110,gregtech:gt.metaitem.01,Crushed Raw Tengam Ore,false
crushedTerbium,1xgt.metaitem.01@5072,gregtech:gt.metaitem.01,Crushed Terbium Ore,false
crushedTerlinguaite,1xgt.bwMetaGeneratedcrushed@95,bartworks:gt.bwMetaGeneratedcrushed,Crushed Terlinguaite Ore,false
crushedTetrahedrite,1xgt.metaitem.01@5840,gregtech:gt.metaitem.01,Crushed Tetrahedrite Ore,false
crushedThorianite,1xgt.bwMetaGeneratedcrushed@18,bartworks:gt.bwMetaGeneratedcrushed,Crushed Thorianite Ore,false
crushedThorium,1xgt.metaitem.01@5096,gregtech:gt.metaitem.01,Crushed Thorium Ore,false
crushedThulium,1xgt.metaitem.01@5076,gregtech:gt.metaitem.01,Crushed Thulium Ore,false
crushedTiberium,1xgt.bwMetaGeneratedcrushed@89,bartworks:gt.bwMetaGeneratedcrushed,Crushed Tiberium Ore,false
crushedTin,1xic2.itemCrushedOre@3,IC2:itemCrushedOre,Crushed Tin Ore,false
crushedTin,1xgt.metaitem.01@5057,gregtech:gt.metaitem.01,Crushed Tin Ore,false
crushedTitanite,1xitem.crushedTitanite@0,miscutils:crushedTitanite,Crushed Titanite Ore,false
crushedTitanium,1xgt.metaitem.01@5028,gregtech:gt.metaitem.01,Crushed Titanium Ore,false
crushedTopaz,1xgt.metaitem.01@5507,gregtech:gt.metaitem.01,Crushed Topaz Ore,false
crushedTricalciumPhosphate,1xgt.metaitem.01@5534,gregtech:gt.metaitem.01,Crushed Tricalcium Phosphate Ore,false
crushedTrinium,1xgt.metaitem.01@5868,gregtech:gt.metaitem.01,Crushed Trinium Ore,false
crushedTritanium,1xgt.metaitem.01@5329,gregtech:gt.metaitem.01,Crushed Tritanium Ore,false
crushedTrona,1xgt.metaitem.01@5903,gregtech:gt.metaitem.01,Crushed Trona Ore,false
crushedTungstate,1xgt.metaitem.01@5841,gregtech:gt.metaitem.01,Crushed Tungstate Ore,false
crushedTungsten,1xgt.metaitem.01@5081,gregtech:gt.metaitem.01,Crushed Tungsten Ore,false
crushedUraninite,1xgt.metaitem.01@5922,gregtech:gt.metaitem.01,Crushed Uraninite Ore,false
crushedUranium,1xic2.itemCrushedOre@4,IC2:itemCrushedOre,Crushed Uranium Ore,false
crushedUranium,1xgt.metaitem.01@5098,gregtech:gt.metaitem.01,Crushed Uranium 238 Ore,false
crushedUranium235,1xgt.metaitem.01@5097,gregtech:gt.metaitem.01,Crushed Uranium 235 Ore,false
crushedUvarovite,1xgt.metaitem.01@5842,gregtech:gt.metaitem.01,Crushed Uvarovite Ore,false
crushedVanadio-Oxy-Dravite,1xgt.bwMetaGeneratedcrushed@8,bartworks:gt.bwMetaGeneratedcrushed,Crushed Vanadio-Oxy-Dravite Ore,false
crushedVanadium,1xgt.metaitem.01@5029,gregtech:gt.metaitem.01,Crushed Vanadium Ore,false
crushedVanadiumMagnetite,1xgt.metaitem.01@5923,gregtech:gt.metaitem.01,Crushed Vanadium Magnetite Ore,false
crushedVermiculite,1xgt.metaitem.01@5932,gregtech:gt.metaitem.01,Ground Vermiculite,false
crushedVinteum,1xgt.metaitem.01@5529,gregtech:gt.metaitem.01,Crushed Vinteum Ore,false
crushedVulcanite,1xgt.metaitem.01@5489,gregtech:gt.metaitem.01,Crushed Vulcanite Ore,false
crushedVyroxeres,1xgt.metaitem.01@5951,gregtech:gt.metaitem.01,Crushed Vyroxeres Ore,false
crushedWittichenite,1xgt.bwMetaGeneratedcrushed@15,bartworks:gt.bwMetaGeneratedcrushed,Crushed Wittichenite Ore,false
crushedWollastonite,1xgt.metaitem.01@5915,gregtech:gt.metaitem.01,Crushed Wollastonite Ore,false
crushedWulfenite,1xgt.metaitem.01@5882,gregtech:gt.metaitem.01,Crushed Wulfenite Ore,false
crushedXenotime,1xitem.crushedXenotime@0,miscutils:crushedXenotime,Crushed Xenotime Ore,false
crushedYellowLimonite,1xgt.metaitem.01@5931,gregtech:gt.metaitem.01,Crushed Yellow Limonite Ore,false
crushedYtterbium,1xgt.metaitem.01@5077,gregtech:gt.metaitem.01,Crushed Ytterbium Ore,false
crushedYttriaite,1xitem.crushedYttriaite@0,miscutils:crushedYttriaite,Crushed Yttriaite Ore,false
crushedYttrialite,1xitem.crushedYttrialite@0,miscutils:crushedYttrialite,Crushed Yttrialite Ore,false
crushedYttrium,1xgt.metaitem.01@5045,gregtech:gt.metaitem.01,Crushed Yttrium Ore,false
crushedYttrocerite,1xitem.crushedYttrocerite@0,miscutils:crushedYttrocerite,Crushed Yttrocerite Ore,false
crushedZeolite,1xgt.metaitem.01@5916,gregtech:gt.metaitem.01,Crushed Zeolite Ore,false
crushedZimbabweite,1xitem.crushedZimbabweite@0,miscutils:crushedZimbabweite,Crushed Zimbabweite Ore,false
crushedZinc,1xgt.metaitem.01@5036,gregtech:gt.metaitem.01,Crushed Zinc Ore,false
crushedZircon,1xitem.crushedZircon@0,miscutils:crushedZircon,Crushed Zircon Ore,false
crushedZirconolite,1xitem.crushedZirconolite@0,miscutils:crushedZirconolite,Crushed Zirconolite Ore,false
crushedZircophyllite,1xitem.crushedZircophyllite@0,miscutils:crushedZircophyllite,Crushed Zircophyllite Ore,false
crushedZirkelite,1xitem.crushedZirkelite@0,miscutils:crushedZirkelite,Crushed Zirkelite Ore,false
crystalCertusQuartz,1xgt.metaitem.01@8516,gregtech:gt.metaitem.01,Certus Quartz,false
crystalChargedCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@1,appliedenergistics2:item.ItemMultiMaterial,Charged Certus Quartz Crystal,false
crystalFluix,1xitem.appliedenergistics2.ItemMaterial@7,appliedenergistics2:item.ItemMultiMaterial,Fluix Crystal,false
crystalNetherQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
crystalPureFluix,1xitem.appliedenergistics2.ItemMaterial@12,appliedenergistics2:item.ItemMultiMaterial,Pure Fluix Crystal,false
crystalQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
crystalQuartzite,1xgt.metaitem.01@8523,gregtech:gt.metaitem.01,Quartzite,false
crystalRedstone,1xitem.redstoneCrystal@0,BuildCraft|Silicon:redstoneCrystal,Firestone Crystal,false
dirt,1xtile.dirt@0,minecraft:dirt,Invalid OreDictionary Tag,false
dirt,1xtile.chisel.dirt@0,chisel:dirt,Invalid OreDictionary Tag,false
doorWood,1xitem.redwoodDoorItem@32767,Natura:redwoodDoorItem,(wildcard),true
drawerBasic,1xtile.fullDrawers1@32767,StorageDrawers:fullDrawers1,(wildcard),true
drawerBasic,1xtile.fullDrawers2@32767,StorageDrawers:fullDrawers2,(wildcard),true
drawerBasic,1xtile.fullDrawers4@32767,StorageDrawers:fullDrawers4,(wildcard),true
drawerBasic,1xtile.halfDrawers2@32767,StorageDrawers:halfDrawers2,(wildcard),true
drawerBasic,1xtile.halfDrawers4@32767,StorageDrawers:halfDrawers4,(wildcard),true
drawerBasic,1xtile.storagedrawersbop.fullDrawers1@32767,StorageDrawersBop:fullDrawers1,(wildcard),true
drawerBasic,1xtile.storagedrawersbop.fullDrawers2@32767,StorageDrawersBop:fullDrawers2,(wildcard),true
drawerBasic,1xtile.storagedrawersbop.fullDrawers4@32767,StorageDrawersBop:fullDrawers4,(wildcard),true
drawerBasic,1xtile.storagedrawersbop.halfDrawers2@32767,StorageDrawersBop:halfDrawers2,(wildcard),true
drawerBasic,1xtile.storagedrawersbop.halfDrawers4@32767,StorageDrawersBop:halfDrawers4,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers1@32767,StorageDrawersForestry:fullDrawers1A,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers1@32767,StorageDrawersForestry:fullDrawers1B,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers2@32767,StorageDrawersForestry:fullDrawers2A,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers2@32767,StorageDrawersForestry:fullDrawers2B,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers4@32767,StorageDrawersForestry:fullDrawers4A,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.fullDrawers4@32767,StorageDrawersForestry:fullDrawers4B,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.halfDrawers2@32767,StorageDrawersForestry:halfDrawers2A,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.halfDrawers2@32767,StorageDrawersForestry:halfDrawers2B,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.halfDrawers4@32767,StorageDrawersForestry:halfDrawers4A,(wildcard),true
drawerBasic,1xtile.storagedrawersforestry.halfDrawers4@32767,StorageDrawersForestry:halfDrawers4B,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers1@32767,StorageDrawersMisc:fullDrawers1_0,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers1@32767,StorageDrawersMisc:fullDrawers1_1,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers2@32767,StorageDrawersMisc:fullDrawers2_0,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers2@32767,StorageDrawersMisc:fullDrawers2_1,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers4@32767,StorageDrawersMisc:fullDrawers4_0,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.fullDrawers4@32767,StorageDrawersMisc:fullDrawers4_1,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.halfDrawers2@32767,StorageDrawersMisc:halfDrawers2_0,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.halfDrawers2@32767,StorageDrawersMisc:halfDrawers2_1,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.halfDrawers4@32767,StorageDrawersMisc:halfDrawers4_0,(wildcard),true
drawerBasic,1xtile.storagedrawersmisc.halfDrawers4@32767,StorageDrawersMisc:halfDrawers4_1,(wildcard),true
drawerBasic,1xtile.storagedrawersnatura.fullDrawers1@32767,StorageDrawersNatura:fullDrawers1,(wildcard),true
drawerBasic,1xtile.storagedrawersnatura.fullDrawers2@32767,StorageDrawersNatura:fullDrawers2,(wildcard),true
drawerBasic,1xtile.storagedrawersnatura.fullDrawers4@32767,StorageDrawersNatura:fullDrawers4,(wildcard),true
drawerBasic,1xtile.storagedrawersnatura.halfDrawers2@32767,StorageDrawersNatura:halfDrawers2,(wildcard),true
drawerBasic,1xtile.storagedrawersnatura.halfDrawers4@32767,StorageDrawersNatura:halfDrawers4,(wildcard),true
dreamwood,1xtile.dreamwood@0,Botania:dreamwood,Dreamwood,false
dreamwoodTwig,1xitem.manaResource@13,Botania:manaResource,Dreamwood Twig,false
dropHoney,1xitem.for.honeyDrop@0,Forestry:honeyDrop,Honey Drop,false
dropHoney,1xitem.honeyItem@0,harvestcraft:honeyItem,Honey,false
dropHoneydew,1xitem.for.honeydew@0,Forestry:honeydew,Honeydew,false
dropRoyalJelly,1xitem.for.royalJelly@0,Forestry:royalJelly,Royal Jelly,false
dust2Butin14diol,1xgt.metaitem.01@2773,gregtech:gt.metaitem.01,"2-Butin-1,4-diol Dust",false
dustAbyssalAlloy,1xitem.itemDustAbyssalAlloy@0,miscutils:itemDustAbyssalAlloy,Abyssal Alloy Dust,false
dustAcid-LeachedBastnasiteRareEarthOxides,1xgt.bwMetaGenerateddust@11108,bartworks:gt.bwMetaGenerateddust,Acid-Leached Bastnasite Rare Earth Oxides Dust,false
dustAcidicMonazitePowder,1xgt.bwMetaGenerateddust@11020,bartworks:gt.bwMetaGenerateddust,Acidic Monazite Powder Dust,false
dustAdamantine,1xgt.bwMetaGenerateddust@10066,bartworks:gt.bwMetaGenerateddust,Adamantine Dust,false
dustAdamantium,1xgt.metaitem.01@2319,gregtech:gt.metaitem.01,Adamantium Dust,false
dustAdamantiumAlloy,1xgt.bwMetaGenerateddust@10085,bartworks:gt.bwMetaGenerateddust,Adamantium Alloy Dust,false
dustAdemicSteel,1xgt.bwMetaGenerateddust@96,bartworks:gt.bwMetaGenerateddust,Ademic Steel Dust,false
dustAdvancedNitinol,1xitem.itemDustAdvancedNitinol@0,miscutils:itemDustAdvancedNitinol,Advanced Nitinol Dust,false
dustAgarditeCd,1xitem.itemDustAgarditeCd@0,miscutils:itemDustAgarditeCd,Agardite (Cd) Dust,false
dustAgarditeLa,1xitem.itemDustAgarditeLa@0,miscutils:itemDustAgarditeLa,Agardite (La) Dust,false
dustAgarditeNd,1xitem.itemDustAgarditeNd@0,miscutils:itemDustAgarditeNd,Agardite (Nd) Dust,false
dustAgarditeY,1xitem.itemDustAgarditeY@0,miscutils:itemDustAgarditeY,Agardite (Y) Dust,false
dustAlburnite,1xitem.itemDustAlburnite@0,miscutils:itemDustAlburnite,Alburnite Dust,false
dustAlduorite,1xgt.metaitem.01@2485,gregtech:gt.metaitem.01,Alduorite Dust,false
dustAlginicAcid,1xitem.BasicAgrichemItem@15,miscutils:item.BasicAgrichemItem,Alginic Acid,false
dustAlmandine,1xgt.metaitem.01@2820,gregtech:gt.metaitem.01,Almandine Dust,false
dustAlumina,1xgt.metaitem.01@2697,gregtech:gt.metaitem.01,Alumina Dust,false
dustAlumina,1xitem.BasicAgrichemItem@16,miscutils:item.BasicAgrichemItem,Alumina,false
dustAluminium,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminium,1xgt.metaitem.01@2019,gregtech:gt.metaitem.01,Aluminium Dust,false
dustAluminiumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustAluminiumHydroxide,1xgt.metaitem.01@2698,gregtech:gt.metaitem.01,Aluminium Hydroxide Dust,false
dustAluminiumfluoride,1xgt.metaitem.01@2969,gregtech:gt.metaitem.01,Aluminium Fluoride Dust,false
dustAluminum,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustAluminumNitride,1xitem.aluminumNitride@0,GoodGenerator:aluminumNitride,Aluminium Nitride Dust,false
dustAlumite,1xgt.metaitem.01@2400,gregtech:gt.metaitem.01,Alumite Dust,false
dustAlumite,1xitem.AlumiteDust@0,dreamcraft:item.AlumiteDust,Alumite Dust,false
dustAlunite,1xgt.metaitem.01@2911,gregtech:gt.metaitem.01,Alunite Dust,false
dustAmber,1xgt.metaitem.01@2514,gregtech:gt.metaitem.01,Amber Dust,false
dustAmericium,1xgt.metaitem.01@2103,gregtech:gt.metaitem.01,Americium Dust,false
dustAmethyst,1xgt.metaitem.01@2509,gregtech:gt.metaitem.01,Amethyst Dust,false
dustAmmoniumBifluoride,1xitem.itemDustAmmoniumBifluoride@0,miscutils:itemDustAmmoniumBifluoride,Ammonium Bifluoride Dust,false
dustAmmoniumNitrate,1xitem.itemDustAmmoniumNitrate@0,miscutils:itemDustAmmoniumNitrate,Ammonium Nitrate Dust,false
dustAmmoniumNitrate,1xgt.bwMetaGenerateddust@29903,bartworks:gt.bwMetaGenerateddust,Ammonium Nitrate Dust,false
dustAncientGranite,1xitem.itemDustAncientGranite@0,miscutils:itemDustAncientGranite,Ancient Granite Dust,false
dustAndradite,1xgt.metaitem.01@2821,gregtech:gt.metaitem.01,Andradite Dust,false
dustAnnealedCopper,1xgt.metaitem.01@2345,gregtech:gt.metaitem.01,Annealed Copper Dust,false
dustAntimony,1xgt.metaitem.01@2058,gregtech:gt.metaitem.01,Antimony Dust,false
dustAntimonyTrioxide,1xgt.metaitem.01@2618,gregtech:gt.metaitem.01,Antimony Trioxide Dust,false
dustAnyBronze,1xic2.itemDust@0,IC2:itemDust,Bronze Dust,false
dustAnyBronze,1xgt.metaitem.01@2300,gregtech:gt.metaitem.01,Bronze Dust,false
dustAnyCopper,1xic2.itemDust@3,IC2:itemDust,Copper Dust,false
dustAnyCopper,1xitem.itemPowderIngot@3,EnderIO:itemPowderIngot,Copper Powder,false
dustAnyCopper,1xgt.metaitem.01@2035,gregtech:gt.metaitem.01,Copper Dust,false
dustAnyCopper,1xgt.metaitem.01@2345,gregtech:gt.metaitem.01,Annealed Copper Dust,false
dustAnyIron,1xic2.itemDust@5,IC2:itemDust,Iron Dust,false
dustAnyIron,1xgt.metaitem.01@2032,gregtech:gt.metaitem.01,Iron Dust,false
dustAnyIron,1xgt.metaitem.01@2304,gregtech:gt.metaitem.01,Wrought Iron Dust,false
dustAnyIron,1xgt.metaitem.01@2307,gregtech:gt.metaitem.01,Pig Iron Dust,false
dustAnyIron,1xitem.itemPowderIngot@1,EnderIO:itemPowderIngot,Iron Powder,false
dustAnyRubber,1xgt.metaitem.01@2471,gregtech:gt.metaitem.01,Silicone Rubber Pulp,false
dustAnyRubber,1xgt.metaitem.01@2635,gregtech:gt.metaitem.01,Styrene-Butadiene Rubber Pulp,false
dustAnyRubber,1xgt.metaitem.01@2880,gregtech:gt.metaitem.01,Rubber Pulp,false
dustAnySyntheticRubber,1xgt.metaitem.01@2471,gregtech:gt.metaitem.01,Silicone Rubber Pulp,false
dustAnySyntheticRubber,1xgt.metaitem.01@2635,gregtech:gt.metaitem.01,Styrene-Butadiene Rubber Pulp,false
dustApatite,1xgt.metaitem.01@2530,gregtech:gt.metaitem.01,Apatite Dust,false
dustArcanite,1xitem.itemDustArcanite@0,miscutils:itemDustArcanite,Arcanite Dust,false
dustArceusAlloy2B,1xitem.itemDustArceusAlloy2B@0,miscutils:itemDustArceusAlloy2B,Arceus Alloy 2B Dust,false
dustArdite,1xitem.tconstruct.Materials@38,TConstruct:materials,Ardite Dust,false
dustArdite,1xgt.metaitem.01@2382,gregtech:gt.metaitem.01,Ardite Dust,false
dustArsenic,1xgt.metaitem.01@2039,gregtech:gt.metaitem.01,Arsenic Dust,false
dustArsenicTrioxide,1xgt.metaitem.01@2615,gregtech:gt.metaitem.01,Arsenic Trioxide Dust,false
dustArsenopyrite,1xgt.bwMetaGenerateddust@10,bartworks:gt.bwMetaGenerateddust,Arsenopyrite Dust,false
dustArtherium-Sn,1xgt.bwMetaGenerateddust@10102,bartworks:gt.bwMetaGenerateddust,Artherium-Sn Dust,false
dustAsbestos,1xgt.metaitem.01@2946,gregtech:gt.metaitem.01,Asbestos Dust,false
dustAsh,1xitem.for.ash@0,Forestry:ash,Ash,false
dustAsh,1xgt.metaitem.01@2815,gregtech:gt.metaitem.01,Ashes,false
dustAshes,1xic2.itemDust2@3,IC2:itemDust2,Ashes,false
dustAsteroids,1xitem.AsteroidsStoneDust@0,dreamcraft:item.AsteroidsStoneDust,Asteroid Stone Dust,false
dustAsteroidsStone,1xitem.AsteroidsStoneDust@0,dreamcraft:item.AsteroidsStoneDust,Asteroid Stone Dust,false
